crime_type,category,date_reported,time_reported,zone,location_name,latitude,longitude,status,severity,weapon_involved,victim_age,victim_gender,day_of_week,hour_of_day,description
Shoplifting,Theft,2026-04-23,08:53:54,Zone 6,University Gate,13.064965,80.334144,Solved,Low,0,62,Male,Thursday,8,Shoplifting reported near Hilltop Avenue.
Vehicle Theft,Theft,2025-12-05,17:21:38,Zone 6,Old Town Square,13.125741,80.343477,Solved,Low,0,66,Female,Friday,17,Vehicle Theft reported near Railway Station Rd.
Pickpocketing,Theft,2025-12-07,15:42:24,Zone 2,Riverside Park,13.016411,80.289679,Solved,Medium,0,40,Other,Sunday,15,Pickpocketing reported near Harbor Front.
Identity Theft,Cybercrime,2026-05-23,00:19:28,Zone 2,Railway Station Rd,13.060287,80.233863,Solved,Low,0,51,Other,Saturday,0,Identity Theft reported near Hilltop Avenue.
Assault,Violent Crime,2026-01-15,05:38:50,Zone 4,Hilltop Avenue,13.054609,80.252338,Solved,Medium,1,73,Male,Thursday,5,Assault reported near Greenfield Sector 7.
Drug Trafficking,Narcotics,2026-04-21,03:17:31,Zone 5,Industrial Estate,13.02605,80.217453,Pending,Low,0,32,Male,Tuesday,3,Drug Trafficking reported near University Gate.
Online Fraud,Cybercrime,2025-11-24,03:00:25,Zone 6,Industrial Estate,13.055855,80.289931,Solved,High,0,43,Other,Monday,3,Online Fraud reported near Greenfield Sector 7.
Burglary,Theft,2025-11-12,07:25:20,Zone 2,Lakeview Colony,13.049332,80.301893,Solved,Medium,0,33,Female,Wednesday,7,Burglary reported near Industrial Estate.
Robbery,Violent Crime,2025-07-31,01:46:29,Zone 1,Lakeview Colony,13.153576,80.224244,Solved,Critical,1,59,Female,Thursday,1,Robbery reported near Riverside Park.
Identity Theft,Cybercrime,2025-08-13,17:50:24,Zone 6,Hilltop Avenue,13.014534,80.349212,Solved,Medium,0,75,Other,Wednesday,17,Identity Theft reported near Lakeview Colony.
Drug Trafficking,Narcotics,2025-07-21,14:58:05,Zone 5,Greenfield Sector 7,13.020199,80.230417,Pending,Medium,0,57,Other,Monday,14,Drug Trafficking reported near Harbor Front.
Hacking,Cybercrime,2026-05-23,02:14:32,Zone 4,Industrial Estate,13.122196,80.279979,Solved,Medium,0,41,Female,Saturday,2,Hacking reported near Harbor Front.
Homicide,Violent Crime,2026-07-03,06:26:58,Zone 5,Railway Station Rd,13.156576,80.209271,Solved,Critical,0,66,Male,Friday,6,Homicide reported near Hilltop Avenue.
Assault,Violent Crime,2025-12-03,13:19:02,Zone 4,Riverside Park,13.13233,80.209114,Pending,Critical,1,75,Other,Wednesday,13,Assault reported near North Bus Depot.
Drug Possession,Narcotics,2026-01-27,05:29:14,Zone 5,University Gate,13.130341,80.291462,Solved,Low,0,55,Male,Tuesday,5,Drug Possession reported near Railway Station Rd.
Drug Possession,Narcotics,2025-07-21,02:48:45,Zone 5,Industrial Estate,13.132097,80.20071,Solved,Low,1,28,Female,Monday,2,Drug Possession reported near Central Market.
Trespassing,Public Order,2025-08-22,18:39:25,Zone 3,University Gate,13.096621,80.246368,Under Investigation,High,0,67,Female,Friday,18,Trespassing reported near Greenfield Sector 7.
Drug Possession,Narcotics,2026-02-06,03:07:11,Zone 5,Lakeview Colony,13.062429,80.213317,Pending,Low,0,27,Female,Friday,3,Drug Possession reported near Harbor Front.
Robbery,Violent Crime,2025-11-08,07:20:53,Zone 5,Lakeview Colony,13.07486,80.199278,Solved,High,0,51,Other,Saturday,7,Robbery reported near Harbor Front.
Domestic Violence,Violent Crime,2025-12-15,17:05:36,Zone 4,Riverside Park,13.007638,80.312469,Pending,Medium,0,65,Female,Monday,17,Domestic Violence reported near Greenfield Sector 7.
Trespassing,Public Order,2025-10-28,18:17:49,Zone 6,Railway Station Rd,13.089597,80.349243,Pending,Medium,0,50,Male,Tuesday,18,Trespassing reported near Lakeview Colony.
Homicide,Violent Crime,2026-06-29,12:55:52,Zone 1,University Gate,13.016617,80.329146,Solved,Medium,1,53,Other,Monday,12,Homicide reported near Industrial Estate.
Vandalism,Public Order,2025-09-04,20:52:13,Zone 6,University Gate,13.13157,80.281912,Solved,Medium,0,34,Female,Thursday,20,Vandalism reported near Greenfield Sector 7.
Drug Possession,Narcotics,2026-05-07,22:17:55,Zone 3,North Bus Depot,13.107643,80.302928,Solved,Low,0,64,Other,Thursday,22,Drug Possession reported near Lakeview Colony.
Homicide,Violent Crime,2025-08-28,15:04:40,Zone 4,Industrial Estate,13.129836,80.313721,Pending,High,1,45,Female,Thursday,15,Homicide reported near Industrial Estate.
Drug Possession,Narcotics,2025-11-23,18:22:54,Zone 5,Old Town Square,13.012833,80.276208,Solved,Low,0,36,Female,Sunday,18,Drug Possession reported near Industrial Estate.
Drug Trafficking,Narcotics,2026-01-22,00:40:50,Zone 5,Lakeview Colony,13.136572,80.193305,Pending,High,0,28,Other,Thursday,0,Drug Trafficking reported near Riverside Park.
Identity Theft,Cybercrime,2026-05-29,08:05:23,Zone 6,University Gate,13.109021,80.294526,Pending,Low,0,60,Male,Friday,8,Identity Theft reported near Lakeview Colony.
Phishing,Cybercrime,2026-07-16,11:08:37,Zone 6,Central Market,13.038891,80.299497,Pending,Low,0,71,Female,Thursday,11,Phishing reported near University Gate.
Burglary,Theft,2026-01-01,16:06:06,Zone 2,Riverside Park,13.052836,80.331658,Pending,Low,0,57,Other,Thursday,16,Burglary reported near Riverside Park.
Vehicle Theft,Theft,2025-09-06,06:22:46,Zone 1,North Bus Depot,13.036789,80.310423,Solved,High,0,21,Male,Saturday,6,Vehicle Theft reported near Riverside Park.
Public Intoxication,Public Order,2025-12-08,21:15:17,Zone 1,University Gate,13.105839,80.230407,Solved,Medium,0,17,Other,Monday,21,Public Intoxication reported near Old Town Square.
Burglary,Theft,2025-12-28,15:50:57,Zone 2,Central Market,13.129704,80.228995,Pending,Low,0,49,Male,Sunday,15,Burglary reported near Industrial Estate.
Trespassing,Public Order,2025-12-12,17:11:48,Zone 3,North Bus Depot,13.078062,80.348679,Solved,Low,0,18,Male,Friday,17,Trespassing reported near Lakeview Colony.
Drug Trafficking,Narcotics,2025-12-11,01:34:34,Zone 5,Riverside Park,13.101268,80.235095,Solved,Low,0,50,Female,Thursday,1,Drug Trafficking reported near Lakeview Colony.
Shoplifting,Theft,2025-07-23,16:54:15,Zone 5,Old Town Square,13.011965,80.204494,Pending,Low,0,58,Other,Wednesday,16,Shoplifting reported near Harbor Front.
Phishing,Cybercrime,2025-07-19,16:10:31,Zone 6,Riverside Park,13.155183,80.274381,Pending,High,0,39,Male,Saturday,16,Phishing reported near University Gate.
Vehicle Theft,Theft,2026-01-25,08:04:16,Zone 3,Railway Station Rd,13.116672,80.282964,Solved,Low,0,70,Other,Sunday,8,Vehicle Theft reported near Riverside Park.
Vandalism,Public Order,2025-09-26,10:32:00,Zone 3,Riverside Park,13.009746,80.328769,Solved,Low,0,27,Male,Friday,10,Vandalism reported near Hilltop Avenue.
Vandalism,Public Order,2026-02-02,14:46:20,Zone 6,Riverside Park,13.046101,80.203162,Under Investigation,Low,0,30,Other,Monday,14,Vandalism reported near MG Road Junction.
Domestic Violence,Violent Crime,2026-02-21,13:35:29,Zone 4,Railway Station Rd,13.003975,80.222807,Pending,High,0,39,Other,Saturday,13,Domestic Violence reported near Railway Station Rd.
Drug Possession,Narcotics,2026-04-30,22:01:14,Zone 2,Harbor Front,13.089347,80.292451,Solved,Medium,0,40,Other,Thursday,22,Drug Possession reported near University Gate.
Trespassing,Public Order,2026-03-16,16:03:09,Zone 3,University Gate,13.116564,80.205584,Pending,High,1,73,Female,Monday,16,Trespassing reported near Railway Station Rd.
Phishing,Cybercrime,2025-10-31,15:25:04,Zone 6,Old Town Square,13.097403,80.200665,Solved,Medium,0,32,Female,Friday,15,Phishing reported near Lakeview Colony.
Identity Theft,Cybercrime,2025-11-27,05:12:08,Zone 6,Railway Station Rd,13.12749,80.284253,Solved,Low,0,36,Female,Thursday,5,Identity Theft reported near Central Market.
Drug Possession,Narcotics,2025-11-26,06:54:07,Zone 5,North Bus Depot,13.017167,80.319916,Pending,Low,0,69,Female,Wednesday,6,Drug Possession reported near Riverside Park.
Hacking,Cybercrime,2025-10-27,16:16:52,Zone 1,University Gate,13.161208,80.195673,Pending,Medium,0,51,Male,Monday,16,Hacking reported near Central Market.
Robbery,Violent Crime,2026-05-15,03:49:14,Zone 4,Greenfield Sector 7,13.023614,80.322488,Pending,High,1,53,Female,Friday,3,Robbery reported near Central Market.
Domestic Violence,Violent Crime,2026-05-12,22:53:51,Zone 1,University Gate,13.055748,80.197531,Pending,High,0,41,Female,Tuesday,22,Domestic Violence reported near MG Road Junction.
Homicide,Violent Crime,2026-03-29,12:28:56,Zone 4,Hilltop Avenue,13.026481,80.288957,Pending,High,1,46,Male,Sunday,12,Homicide reported near Central Market.
Public Intoxication,Public Order,2026-04-04,22:33:15,Zone 3,Industrial Estate,13.103621,80.319047,Pending,Medium,1,46,Other,Saturday,22,Public Intoxication reported near Railway Station Rd.
Drug Trafficking,Narcotics,2025-12-30,02:20:38,Zone 3,Hilltop Avenue,13.037743,80.334022,Under Investigation,Medium,0,38,Other,Tuesday,2,Drug Trafficking reported near North Bus Depot.
Burglary,Theft,2026-03-01,17:58:47,Zone 2,Industrial Estate,13.011645,80.350123,Pending,Low,0,75,Male,Sunday,17,Burglary reported near Riverside Park.
Phishing,Cybercrime,2025-07-20,22:36:09,Zone 2,Railway Station Rd,13.092797,80.220817,Under Investigation,Critical,0,50,Female,Sunday,22,Phishing reported near Riverside Park.
Assault,Violent Crime,2026-03-18,10:33:30,Zone 4,Industrial Estate,13.002809,80.337563,Pending,Medium,0,19,Male,Wednesday,10,Assault reported near Riverside Park.
Assault,Violent Crime,2025-10-19,23:23:45,Zone 5,Riverside Park,13.153408,80.253995,Solved,Medium,0,62,Female,Sunday,23,Assault reported near Harbor Front.
Homicide,Violent Crime,2026-03-23,21:24:19,Zone 4,Greenfield Sector 7,13.120139,80.237823,Pending,Medium,0,41,Other,Monday,21,Homicide reported near MG Road Junction.
Drug Possession,Narcotics,2025-08-22,01:31:09,Zone 2,Central Market,13.055687,80.203149,Pending,Low,0,68,Other,Friday,1,Drug Possession reported near Harbor Front.
Hacking,Cybercrime,2026-07-11,05:44:04,Zone 6,Railway Station Rd,13.058777,80.316623,Solved,Medium,0,62,Female,Saturday,5,Hacking reported near Riverside Park.
Domestic Violence,Violent Crime,2026-01-17,15:53:30,Zone 4,MG Road Junction,13.128897,80.283189,Pending,Critical,0,34,Male,Saturday,15,Domestic Violence reported near Industrial Estate.
Shoplifting,Theft,2026-04-19,06:04:35,Zone 3,University Gate,13.153393,80.347187,Under Investigation,Low,1,17,Female,Sunday,6,Shoplifting reported near Harbor Front.
Vandalism,Public Order,2026-06-19,12:12:26,Zone 2,North Bus Depot,13.114251,80.306226,Solved,Medium,0,22,Male,Friday,12,Vandalism reported near Lakeview Colony.
Drug Trafficking,Narcotics,2026-04-29,04:27:05,Zone 5,Riverside Park,13.049828,80.296623,Solved,Medium,0,56,Female,Wednesday,4,Drug Trafficking reported near Central Market.
Hacking,Cybercrime,2025-11-16,21:16:05,Zone 4,Riverside Park,13.105399,80.252704,Solved,Low,0,44,Male,Sunday,21,Hacking reported near Old Town Square.
Robbery,Violent Crime,2026-02-28,03:48:44,Zone 4,Greenfield Sector 7,13.109495,80.204413,Under Investigation,Medium,1,30,Other,Saturday,3,Robbery reported near MG Road Junction.
Trespassing,Public Order,2025-07-29,18:15:30,Zone 4,Hilltop Avenue,13.050516,80.253869,Pending,High,0,67,Other,Tuesday,18,Trespassing reported near Harbor Front.
Drug Trafficking,Narcotics,2026-04-19,23:51:12,Zone 5,Harbor Front,13.02289,80.25844,Under Investigation,Critical,0,25,Other,Sunday,23,Drug Trafficking reported near Old Town Square.
Vehicle Theft,Theft,2025-12-29,11:20:54,Zone 3,Hilltop Avenue,13.046892,80.264005,Pending,High,0,66,Female,Monday,11,Vehicle Theft reported near Central Market.
Assault,Violent Crime,2026-05-22,21:50:18,Zone 4,Greenfield Sector 7,13.141496,80.331522,Pending,Critical,0,54,Female,Friday,21,Assault reported near MG Road Junction.
Burglary,Theft,2025-09-02,15:25:02,Zone 2,Old Town Square,13.066027,80.331333,Pending,Medium,0,73,Female,Tuesday,15,Burglary reported near MG Road Junction.
Identity Theft,Cybercrime,2026-02-22,20:43:06,Zone 3,Industrial Estate,13.158299,80.227173,Pending,Low,0,33,Other,Sunday,20,Identity Theft reported near Lakeview Colony.
Domestic Violence,Violent Crime,2026-03-29,20:48:33,Zone 5,Hilltop Avenue,13.14145,80.322063,Solved,High,0,41,Male,Sunday,20,Domestic Violence reported near Hilltop Avenue.
Drug Possession,Narcotics,2026-04-05,03:29:03,Zone 5,Harbor Front,13.149585,80.303441,Pending,Low,0,75,Male,Sunday,3,Drug Possession reported near Harbor Front.
Pickpocketing,Theft,2025-09-14,07:55:30,Zone 1,University Gate,13.096601,80.246662,Pending,Low,1,21,Female,Sunday,7,Pickpocketing reported near MG Road Junction.
Robbery,Violent Crime,2026-03-24,11:13:17,Zone 4,Railway Station Rd,13.106954,80.272825,Pending,Critical,1,74,Male,Tuesday,11,Robbery reported near Harbor Front.
Burglary,Theft,2026-03-08,17:19:45,Zone 2,Old Town Square,13.157424,80.293538,Solved,Low,0,29,Female,Sunday,17,Burglary reported near Old Town Square.
Hacking,Cybercrime,2025-09-20,00:42:53,Zone 6,Harbor Front,13.137001,80.280533,Solved,Medium,0,22,Female,Saturday,0,Hacking reported near Central Market.
Identity Theft,Cybercrime,2026-03-04,17:57:41,Zone 3,Greenfield Sector 7,13.050507,80.214689,Under Investigation,High,0,41,Other,Wednesday,17,Identity Theft reported near Industrial Estate.
Phishing,Cybercrime,2025-08-14,23:16:58,Zone 6,Greenfield Sector 7,13.069671,80.252824,Pending,Low,0,68,Male,Thursday,23,Phishing reported near Industrial Estate.
Drug Trafficking,Narcotics,2025-08-06,09:54:10,Zone 6,Old Town Square,13.137202,80.330939,Solved,Low,0,62,Other,Wednesday,9,Drug Trafficking reported near Riverside Park.
Burglary,Theft,2026-01-16,16:19:26,Zone 6,Railway Station Rd,13.128794,80.243711,Under Investigation,Low,0,19,Other,Friday,16,Burglary reported near Greenfield Sector 7.
Pickpocketing,Theft,2026-04-07,05:43:24,Zone 5,Industrial Estate,13.087474,80.256797,Under Investigation,High,0,42,Other,Tuesday,5,Pickpocketing reported near Railway Station Rd.
Burglary,Theft,2026-06-04,09:11:20,Zone 2,Riverside Park,13.10422,80.191454,Solved,Low,0,47,Male,Thursday,9,Burglary reported near Riverside Park.
Drug Trafficking,Narcotics,2025-12-21,23:24:00,Zone 5,Hilltop Avenue,13.008736,80.222606,Solved,Low,0,28,Male,Sunday,23,Drug Trafficking reported near Harbor Front.
Robbery,Violent Crime,2025-07-25,13:06:24,Zone 1,Railway Station Rd,13.083234,80.239678,Under Investigation,Low,0,62,Other,Friday,13,Robbery reported near Greenfield Sector 7.
Drug Possession,Narcotics,2026-01-21,04:12:10,Zone 5,Riverside Park,13.154393,80.337613,Pending,Low,0,29,Other,Wednesday,4,Drug Possession reported near MG Road Junction.
Drug Possession,Narcotics,2026-01-09,20:24:56,Zone 5,Central Market,13.105151,80.3141,Solved,Medium,0,57,Male,Friday,20,Drug Possession reported near MG Road Junction.
Hacking,Cybercrime,2026-01-03,13:30:44,Zone 6,Harbor Front,13.0272,80.301931,Solved,Medium,0,22,Other,Saturday,13,Hacking reported near Hilltop Avenue.
Domestic Violence,Violent Crime,2026-05-23,20:07:18,Zone 3,Hilltop Avenue,13.020942,80.207702,Solved,Medium,0,28,Female,Saturday,20,Domestic Violence reported near University Gate.
Assault,Violent Crime,2025-10-08,22:44:59,Zone 4,Greenfield Sector 7,13.079606,80.228221,Solved,Low,0,58,Female,Wednesday,22,Assault reported near Riverside Park.
Vehicle Theft,Theft,2026-03-06,08:18:16,Zone 1,Harbor Front,13.076984,80.206669,Solved,Low,0,36,Female,Friday,8,Vehicle Theft reported near University Gate.
Vehicle Theft,Theft,2026-07-12,15:10:21,Zone 1,Industrial Estate,13.059904,80.260734,Solved,Medium,1,27,Male,Sunday,15,Vehicle Theft reported near Lakeview Colony.
Hacking,Cybercrime,2025-07-27,19:41:56,Zone 4,Riverside Park,13.130206,80.208789,Solved,Medium,0,22,Female,Sunday,19,Hacking reported near Greenfield Sector 7.
Vandalism,Public Order,2025-09-06,20:39:01,Zone 4,Railway Station Rd,13.140712,80.331492,Pending,Medium,1,23,Female,Saturday,20,Vandalism reported near Railway Station Rd.
Shoplifting,Theft,2026-07-09,16:36:46,Zone 1,University Gate,13.093102,80.347163,Pending,Medium,0,55,Male,Thursday,16,Shoplifting reported near Lakeview Colony.
Public Intoxication,Public Order,2025-08-10,14:53:52,Zone 6,Railway Station Rd,13.092035,80.348747,Solved,Low,0,70,Female,Sunday,14,Public Intoxication reported near Riverside Park.
Online Fraud,Cybercrime,2026-01-28,01:14:35,Zone 1,Greenfield Sector 7,13.105631,80.255224,Pending,Low,0,44,Male,Wednesday,1,Online Fraud reported near Railway Station Rd.
Domestic Violence,Violent Crime,2025-08-16,06:26:02,Zone 4,Old Town Square,13.091841,80.190727,Pending,Low,1,72,Other,Saturday,6,Domestic Violence reported near Hilltop Avenue.
Public Intoxication,Public Order,2026-01-11,21:54:29,Zone 2,Railway Station Rd,13.055816,80.313487,Solved,Medium,0,23,Male,Sunday,21,Public Intoxication reported near Harbor Front.
Shoplifting,Theft,2025-08-26,13:23:44,Zone 2,Lakeview Colony,13.019712,80.3342,Pending,Medium,0,22,Female,Tuesday,13,Shoplifting reported near Greenfield Sector 7.
Pickpocketing,Theft,2026-03-27,17:12:45,Zone 2,Central Market,13.056769,80.311844,Pending,Low,0,65,Female,Friday,17,Pickpocketing reported near Railway Station Rd.
Drug Possession,Narcotics,2025-11-03,10:03:35,Zone 6,Riverside Park,13.152349,80.324911,Under Investigation,Medium,0,60,Other,Monday,10,Drug Possession reported near Riverside Park.
Pickpocketing,Theft,2025-08-13,14:20:32,Zone 6,Lakeview Colony,13.143722,80.257686,Solved,Medium,0,37,Female,Wednesday,14,Pickpocketing reported near Railway Station Rd.
Shoplifting,Theft,2025-07-21,18:45:47,Zone 2,Industrial Estate,13.152382,80.291913,Solved,Low,0,74,Other,Monday,18,Shoplifting reported near Riverside Park.
Homicide,Violent Crime,2025-07-18,21:35:30,Zone 6,Hilltop Avenue,13.095949,80.341528,Under Investigation,High,1,34,Female,Friday,21,Homicide reported near MG Road Junction.
Drug Trafficking,Narcotics,2026-05-03,18:12:17,Zone 5,University Gate,13.12273,80.21645,Under Investigation,Low,0,66,Female,Sunday,18,Drug Trafficking reported near North Bus Depot.
Drug Trafficking,Narcotics,2026-05-24,21:47:35,Zone 5,University Gate,13.141075,80.309486,Pending,Medium,0,34,Other,Sunday,21,Drug Trafficking reported near Harbor Front.
Public Intoxication,Public Order,2025-07-30,23:03:00,Zone 1,North Bus Depot,13.121687,80.223194,Solved,High,1,74,Other,Wednesday,23,Public Intoxication reported near University Gate.
Drug Possession,Narcotics,2026-04-08,05:43:04,Zone 6,Hilltop Avenue,13.032616,80.218507,Solved,Medium,0,32,Male,Wednesday,5,Drug Possession reported near Riverside Park.
Shoplifting,Theft,2025-11-20,01:59:20,Zone 5,Greenfield Sector 7,13.098201,80.314486,Solved,Medium,0,51,Female,Thursday,1,Shoplifting reported near Central Market.
Online Fraud,Cybercrime,2026-04-12,01:32:10,Zone 6,North Bus Depot,13.069249,80.276626,Solved,Low,0,58,Female,Sunday,1,Online Fraud reported near Industrial Estate.
Trespassing,Public Order,2025-10-17,23:52:48,Zone 3,Greenfield Sector 7,13.159681,80.192109,Under Investigation,Medium,0,74,Other,Friday,23,Trespassing reported near North Bus Depot.
